StateAB,County,Population,EQ_Loss,EQ_pca,EQ_risk,Fire_Loss,Fire_pca,Fire_risk,Flood_Loss,Flood_pca,Flood_risk,Hurricane_Loss,Hurricane_pca,Hurricane_risk,Mud_Loss,Mud_pca,Mud_risk,Other_Loss,Other_pca,Other_risk,Storm_Loss,Storm_pca,Storm_risk,Tornado_Loss,Tornado_pca,Tornado_risk
VA,Frederick,78305,59100,0.754741077,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Montmorency,9765,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Fulton,14845,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KY,Hancock,8565,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Oakland,1202362,0,0,1,0,0,1,27288921.91,22.69609478,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Adams,101407,0,0,1,0,0,1,329217.61,3.246497875,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Wilkinson,9563,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Osage,16295,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Patrick,18490,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Pierce,41019,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Kent,808,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Marshall,12640,0,0,1,0,0,1,285296.48,22.57092405,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,York,434972,0,0,1,0,0,1,9620798.43,22.1182017,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Putnam,6006,0,0,1,0,0,1,138709,23.0950716,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
LA,Claiborne,17195,0,0,1,0,0,1,538416.05,31.31236115,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Rice,64142,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
AZ,Apache,71518,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Spotsylvania,122397,3391475.38,27.70881133,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Elmore,27038,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Washington,20234,0,0,1,0,0,1,2660358.07,131.4795923,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Stark,5994,0,0,1,0,0,1,798866.99,133.2777761,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Menominee,4232,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MS,Humphreys,9375,0,0,1,0,0,1,1307167.72,139.4312235,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Webster,3812,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NC,Yadkin,38406,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Vinton,13435,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Kleberg,32061,0,0,1,0,0,1,179521.26,5.599365584,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Columbia,67295,0,0,1,0,0,1,17065641.49,253.5944942,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Dakota,21006,0,0,1,0,0,1,834328.53,39.71858183,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WA,Cowlitz,102410,0,0,1,0,0,1,1688685.22,16.4894563,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Oscoda,8640,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Stephens,9630,0,0,1,0,0,1,245784.5,25.52279335,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Johnson,5217,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Burnett,15457,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Washington,4814,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Phillips,5642,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MS,Claiborne,9604,0,0,1,0,0,1,161514.07,16.81737505,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Bradford,62622,0,0,1,0,0,1,16017919.31,255.7874119,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Susquehanna,43356,0,0,1,0,0,1,1232063.42,28.4173683,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Nance,3735,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Scott,5355,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Huntingdon,45913,0,0,1,0,0,1,175522.83,3.822944046,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Macomb,840978,0,0,1,0,0,1,14939660.4,17.7646269,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Scotts Bluff,36970,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Codington,27227,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
LA,De Soto,26656,0,0,1,0,0,1,480736.55,18.03483456,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NC,McDowell,44996,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Eau Claire,98736,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Teton,10170,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
AL,Cleburne,14972,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Boulder,294567,0,0,1,0,0,1,85961185.7,291.8221854,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Fulton,37069,0,0,1,0,0,1,1082755.35,29.20918692,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Clinton,20743,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Miller,24748,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Gray,6006,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Dewey,5301,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Prince George,35725,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Carver,91042,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MD,Charles,146551,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Appling,18236,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
DE,Sussex,197145,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IA,Buena Vista,20260,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Ford,14081,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Brookings,31965,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Jackson,26446,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Chisago,53887,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Perkins,2982,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Kandiyohi,42239,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Crisp,23439,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Washtenaw,344791,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Polk,5406,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Greene,161573,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KY,Oldham,60316,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Harmon,2922,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NM,Taos,32937,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SC,Cherokee,55342,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Kearny,3977,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Coleman,8895,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Monroe,32957,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Wilkes,10593,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NC,Granville,59916,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Power,7817,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Waseca,19136,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Cuyahoga,1280122,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Columbia,124053,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NY,Monroe,744344,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,James City,67009,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Sherman,3034,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Jefferson,38827,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Haskell,4256,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Meade,25434,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Taylor,8906,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Marion,8742,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Buffalo,1912,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Macon,14740,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Amelia,12690,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Greene,18403,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WY,Sublette,10247,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KY,Robertson,2282,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Loudoun,312311,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Newport News,180719,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MT,Teton,6073,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Fremont,13242,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MD,Howard,287085,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Yankton,22438,0,0,1,0,0,1,206217.35,9.190540601,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
AR,Drew,18509,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Cass,25241,0,0,1,0,0,1,399085.51,15.81100234,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Clear Creek,9088,0,0,1,0,0,1,388984.23,42.80196193,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Isabella,70311,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Ste. Genevieve,18145,0,0,1,0,0,1,96517.71,5.319245522,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,King and Queen,6945,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Howard,6274,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WY,Platte,8667,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Champaign,40097,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Worth,2171,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Warren,17707,0,0,1,0,0,1,138586.47,7.826648783,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WV,Summers,13927,0,0,1,0,0,1,826885.89,59.37286494,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Dixon,6000,0,0,1,0,0,1,25981.3,4.330216667,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Delaware,174214,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Brazos,194851,0,0,1,0,0,1,895172.3,4.594137572,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Schuylkill,148289,0,0,1,0,0,1,4290911.98,28.93614483,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MD,Washington,147430,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Ellis,4151,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Boyd,2099,0,0,1,0,0,1,101858.94,48.52736541,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KY,Breckinridge,20059,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Holmes,42366,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Ray,23494,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KY,Bullitt,74319,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Lawrence,24097,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SC,Lancaster,76652,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Wayne,114520,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WA,Walla Walla,58781,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Clinton,42040,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,St. Clair,270056,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,McLennan,234906,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,9294860.52,39.56842533,10,0,0,1,0,0,1
KS,Clark,2215,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Cumberland,235406,0,0,1,0,0,1,1121313.78,4.763318607,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NC,Alleghany,11155,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Stearns,150642,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Ashland,16157,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SC,Newberry,37508,0,0,1,0,0,1,180856.29,4.821805748,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WA,Skagit,116901,0,0,1,0,0,1,577229.28,4.937761696,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Denver,600158,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Montour,18267,0,0,1,0,0,1,933371.69,51.09605792,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,White,25841,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Refugio,7383,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Washington,131887,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,831913.47,6.30777461,2,0,0,1
IA,Washington,21704,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,137874.66,6.3525,2,0,0,1
WA,Thurston,252264,0,0,1,0,0,1,275446.73,1.091898686,2,0,0,1,0,0,1,0,0,1,1607647.27,6.372876312,2,0,0,1
TN,Dickson,49666,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2340195.77,47.1186681,2,0,0,1
TN,Bledsoe,12876,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,607171.55,47.15529279,2,0,0,1
KY,Lincoln,24742,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1168140.99,47.21287649,2,0,0,1
AL,Perry,10591,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,500776.6,47.2832216,2,0,0,1
MO,Pettis,42201,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1996963.3,47.32028388,2,0,0,1
AR,Perry,10445,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,495749.73,47.46287506,2,0,0,1
IA,Hardin,17534,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,834361.77,47.58536386,2,0,0,1
MO,Stoddard,29968,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1432576.9,47.80355379,2,0,0,1
KY,Mercer,21331,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1026461.85,48.12066242,2,0,0,1
IN,Greene,33165,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1562178.32,47.10322087,2,0,0,1
NC,Greene,21362,0,0,1,0,0,1,0,0,1,1192006.9,55.80034173,2,0,0,1,0,0,1,1031220.24,48.27358113,2,0,0,1
ND,Towner,2246,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,108628.94,48.36551202,2,0,0,1
IA,Cherokee,12072,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,594447.84,49.24186879,2,0,0,1
KY,Monroe,10963,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,542292.07,49.4656636,2,0,0,1
MN,Norman,6852,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,342780.51,50.02634413,2,0,0,1
MT,Rosebud,9233,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,469352.39,50.83422398,2,0,0,1
IL,Hardin,4320,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,219630.04,50.84028704,2,0,0,1
TN,Lauderdale,27815,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1415357.55,50.88468632,2,0,0,1
MO,Stone,32202,0,0,1,0,0,1,93078.63,2.890461151,2,0,0,1,0,0,1,0,0,1,1648552.32,51.19409726,2,0,0,1
FL,Lafayette,8870,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,455485.99,51.35129538,2,0,0,1
KY,Muhlenberg,31499,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1520842.67,48.28225245,2,0,0,1
IA,Fremont,7441,0,0,1,0,0,1,3144831.94,422.6356592,2,0,0,1,0,0,1,0,0,1,383994.91,51.60528289,2,0,0,1
AL,Sumter,13763,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,646672.95,46.98633655,2,0,0,1
MS,Lamar,55658,0,0,1,0,0,1,0,0,1,144861.99,2.602716411,2,0,0,1,0,0,1,2598593.99,46.68859805,2,0,0,1
TN,Clay,7861,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,341501.5,43.44250095,2,0,0,1
AL,Bullock,10914,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,477389.5,43.74102071,2,0,0,1
IA,O'Brien,14398,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,631418.19,43.85457633,2,0,0,1
KY,Casey,15955,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,713158.11,44.69809527,2,0,0,1
WV,McDowell,22113,0,0,1,0,0,1,1758030.14,79.50210917,2,0,0,1,0,0,1,0,0,1,990489.16,44.79216569,2,0,0,1
ND,Logan,1990,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,89554.54,45.00228141,2,0,0,1
MO,Adair,25607,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1153148.95,45.03256727,2,0,0,1
NC,Jones,10153,0,0,1,0,0,1,0,0,1,945202.85,93.09591746,2,0,0,1,0,0,1,457534.17,45.06393874,2,0,0,1
IA,Polk,430640,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,19431156.27,45.12157781,2,0,0,1
WI,Juneau,26664,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1246907.71,46.7637155,2,0,0,1
NY,Cattaraugus,80317,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3633132.49,45.23491278,2,0,0,1
MO,McDonald,23083,0,0,1,0,0,1,360841.45,15.63234632,2,0,0,1,0,0,1,0,0,1,1053863.49,45.65539531,2,0,0,1
AR,Madison,15717,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,719656.86,45.78843672,2,0,0,1
FL,Liberty,8365,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,384072.72,45.91425224,2,0,0,1
TN,Tipton,61081,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2806768.42,45.95157938,2,0,0,1
TN,Greene,68831,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3163471.49,45.95998155,2,0,0,1
TN,McNairy,26075,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1201061.66,46.06180863,2,0,0,1
WI,Grant,51208,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2378476.21,46.44735608,2,0,0,1
IN,Fulton,20836,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,968352.01,46.47494769,2,0,0,1
IA,Des Moines,40325,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1875655.41,46.51346336,2,0,0,1
IN,Jasper,33478,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1524156.01,45.52709272,2,0,0,1
WV,Raleigh,78859,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3419242.14,43.35893354,2,0,0,1
TN,Hardin,26026,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1343475.94,51.62053101,2,0,0,1
FL,Baker,27115,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1403884.84,51.77521077,2,0,0,1
NE,Colfax,10515,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,595086.65,56.59407038,2,0,0,1
IN,Shelby,44436,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2516002.14,56.6208061,2,0,0,1
IN,Vermillion,16212,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,924125.98,57.00258944,2,0,0,1
MS,Wayne,20747,0,0,1,0,0,1,37096.25,1.788029595,2,0,0,1,0,0,1,0,0,1,1187541.83,57.23920711,2,0,0,1
GA,Echols,4034,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,233689.57,57.92998761,2,0,0,1
ND,Traill,8121,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,471970.15,58.11724541,2,0,0,1
NY,Chenango,50477,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2934655,58.1384591,2,0,0,1
VT,Grand Isle,6970,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,406211.41,58.27997274,2,0,0,1
IA,Franklin,10680,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,630894.61,59.07252903,2,0,0,1
AL,Marengo,21027,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1185965.55,56.4020331,2,0,0,1
AL,Calhoun,118572,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7032085.72,59.30646122,2,0,0,1
MT,Carbon,10078,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,605322.45,60.06374777,2,0,0,1
OK,Kingfisher,15034,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,911335.79,60.61831781,2,0,0,1
FL,Hamilton,14799,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,901521.39,60.91772349,2,0,0,1
TN,Madison,98294,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6044715.9,61.49628563,2,0,0,1
AL,Fayette,17241,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1073378.54,62.25732498,2,0,0,1
MS,Clay,20634,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1291881.93,62.60937918,2,0,0,1
ND,Eddy,2385,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,151260,63.42138365,2,0,0,1
KY,Wolfe,7355,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,467003.7,63.49472468,2,0,0,1
IA,Tama,17767,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1139790.34,64.15209883,2,0,0,1
RI,Bristol,49875,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2972473.81,59.59847238,2,0,0,1
