StateAB,County,Population,EQ_Loss,EQ_pca,EQ_risk,Fire_Loss,Fire_pca,Fire_risk,Flood_Loss,Flood_pca,Flood_risk,Hurricane_Loss,Hurricane_pca,Hurricane_risk,Mud_Loss,Mud_pca,Mud_risk,Other_Loss,Other_pca,Other_risk,Storm_Loss,Storm_pca,Storm_risk,Tornado_Loss,Tornado_pca,Tornado_risk
FL,Jefferson,14761,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,234574.56,15.89150871,2,0,0,1
GA,Ben Hill,17634,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,280418.39,15.90214302,2,0,0,1
KY,Clinton,10272,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,165202.73,16.08282029,2,0,0,1
IA,Audubon,6119,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,98768.85,16.14133845,2,0,0,1
GA,DeKalb,691893,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,11168847.34,16.14244882,2,0,0,1
MO,Vernon,21159,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,332576.98,15.7179914,2,0,0,1
KY,Boyle,28432,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,512371.74,18.02095315,2,0,0,1
MT,Hill,16096,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,290685.36,18.05947813,2,0,0,1
MS,Washington,51137,0,0,1,0,0,1,3394534.86,66.38118896,2,5056239.58,98.87634355,2,0,0,1,0,0,1,923552.64,18.06036021,2,0,0,1
IN,Decatur,25740,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,501406.49,19.47966162,2,0,0,1
IL,Calhoun,5089,0,0,1,0,0,1,49299.88,9.687537827,2,0,0,1,0,0,1,0,0,1,99356.35,19.5237473,2,0,0,1
IA,Keokuk,10511,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,206643.33,19.65972124,2,0,0,1
MO,Oregon,10881,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,215112.52,19.76955427,2,0,0,1
GA,Jefferson,16930,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,336723.45,19.8891583,2,0,0,1
FL,Nassau,73314,0,0,1,0,0,1,0,0,1,167191.78,2.280489129,2,0,0,1,0,0,1,1458171,19.88939357,2,0,0,1
GA,Chattooga,26015,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,517930.54,19.90891947,2,0,0,1
TX,Willacy,22134,0,0,1,0,0,1,0,0,1,2495673.78,112.7529493,2,0,0,1,0,0,1,442280.04,19.98193006,2,0,0,1
GA,Pierce,18758,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,375185.74,20.00137221,2,0,0,1
WI,Waukesha,389891,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7584204.8,19.45211559,2,0,0,1
KY,Garrard,16912,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,345398.26,20.42326514,2,0,0,1
KY,Webster,13621,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,282028.07,20.70538654,2,0,0,1
NC,Craven,103505,0,0,1,0,0,1,0,0,1,6841734.4,66.10052075,2,0,0,1,0,0,1,2145457.85,20.72806,2,0,0,1
KY,Woodford,24939,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,520556.27,20.87318136,2,0,0,1
IL,Crawford,19817,0,0,1,0,0,1,268648.95,13.55648938,2,0,0,1,0,0,1,0,0,1,419847.01,21.18620427,2,0,0,1
WI,Rock,160331,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3403616.34,21.22868528,2,0,0,1
ND,Grant,2394,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,50988.02,21.29825397,2,0,0,1
KY,Washington,11717,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,250844.88,21.40862678,2,0,0,1
IA,Cass,13956,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,303361.22,21.73697478,2,0,0,1
IA,Davis,8753,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,190516.58,21.76586085,2,0,0,1
TN,Hamilton,336463,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6959762.22,20.6850745,2,0,0,1
MT,Pondera,6153,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,119442.23,19.41203153,2,0,0,1
KY,Hickman,4902,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,95023.99,19.38473888,2,0,0,1
FL,Brevard,543376,0,0,1,0,0,1,0,0,1,1134861.5,2.088538139,2,0,0,1,0,0,1,10474252.86,19.27625228,2,0,0,1
GA,Gwinnett,805321,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,14571208.44,18.09366506,2,0,0,1
NJ,Atlantic,274549,0,0,1,0,0,1,0,0,1,125672085.1,457.740094,2,0,0,1,0,0,1,4971195.94,18.10677125,2,0,0,1
GA,Rabun,16276,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,295314.29,18.14415643,2,0,0,1
ND,Steele,1975,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35855.67,18.15476962,2,0,0,1
AR,Lincoln,14134,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,257635.68,18.22807981,2,0,0,1
FL,Holmes,19927,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,363699.28,18.25158228,2,0,0,1
OK,Love,9423,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,172532.19,18.309688,2,0,0,1
ND,McIntosh,2809,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,52325.11,18.62766465,2,0,0,1
OK,Jefferson,6472,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,121145.14,18.71834672,2,0,0,1
AL,Winston,24484,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,459225.74,18.75615667,2,0,0,1
AR,Little River,13171,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,247370.08,18.78141979,2,0,0,1
TN,Henderson,27769,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,522577.27,18.81872844,2,0,0,1
GA,Pickens,29431,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,555215.39,18.86498556,2,0,0,1
IL,Clark,16335,0,0,1,0,0,1,44330.81,2.713854301,2,0,0,1,0,0,1,0,0,1,308427.47,18.88138782,2,0,0,1
AR,Sebastian,125744,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2388904.14,18.99815609,2,0,0,1
OK,Comanche,124098,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2359122.25,19.01015528,2,0,0,1
ND,Morton,27471,0,0,1,0,0,1,4549807.97,165.6222187,2,0,0,1,0,0,1,0,0,1,523051.08,19.04011794,2,0,0,1
ND,Kidder,2435,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,46367.36,19.04203696,2,0,0,1
GA,Miller,6125,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,116977.39,19.09834939,2,0,0,1
IN,Sullivan,21475,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,412916.72,19.22778673,2,0,0,1
AR,Desha,13008,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,250603.67,19.26534978,2,0,0,1
IN,Ripley,28818,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,433536.1,15.04393435,2,0,0,1
VA,Dinwiddie,28001,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Peach,27695,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NY,Cayuga,80026,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Allen,106331,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Juniata,24636,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IN,Montgomery,38124,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ME,Kennebec,122151,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Northampton,12389,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Cumberland,10052,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Mercer,3785,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Botetourt,33148,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,Franklin,41052,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Lac qui Parle,7259,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Richland,124475,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Crawford,39134,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Montrose,41276,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Hardin,32058,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Spink,6415,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Keweenaw,2156,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,La Salle,6886,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Sumner,24132,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Itasca,45058,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CA,Imperial,174528,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Coffey,8601,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Goodhue,46183,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Swisher,7854,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Whitfield,102599,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KY,Letcher,24519,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Noble,11561,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Bath,4731,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Cambria,143679,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,Marion,28237,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Martin,4799,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Clinton,39238,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Prowers,12551,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Tuscarawas,92582,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Moody,6486,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NM,Roosevelt,19846,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Gem,16719,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Norton,3958,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Nowata,10536,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ME,Androscoggin,107702,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OR,Coos,63043,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Archuleta,12084,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,San Saba,6131,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Wright,124700,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Belmont,70400,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,Sevier,89889,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Madison,43435,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Hunt,86129,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Kittson,4552,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
UT,Carbon,21403,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CA,Marin,252409,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Langlade,19977,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Lake,230041,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CA,Alpine,1175,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Richland,16233,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Payette,22623,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Bear Lake,5986,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
UT,Piute,1556,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NM,Bernalillo,662564,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Garfield,60580,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Franklin,1163414,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
FL,Hardee,27731,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Fannin,23682,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Jeff Davis,2342,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Blair,127089,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NM,McKinley,71492,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Van Buren,76258,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Westmoreland,365169,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Hanover,99863,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MT,Richland,9746,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Carson,6182,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Hamlin,5903,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Miner,2389,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Ochiltree,10223,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IA,Pocahontas,7310,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Wyandot,22615,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NM,Catron,3725,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Lexington,7042,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Geary,34362,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CA,Amador,38091,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Antelope,6685,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Bayfield,15014,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IA,Plymouth,24986,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Genesee,425790,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Lamb,13977,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Dooly,14918,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Ellsworth,6497,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Erie,280566,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ID,Camas,1117,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Greensville,12243,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NV,Lander,5775,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CA,Calaveras,45578,0,0,1,10462195.26,229.5448519,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Pueblo,159063,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Kankakee,113449,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IN,Wells,27636,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IA,Dickinson,16667,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OK,Woodward,20081,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NC,Watauga,51079,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Logan,45858,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Lake,10866,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IN,Jay,21253,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Andrews,14786,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Young,18550,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
DE,New Castle,538479,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Prince Edward,23368,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,Pickett,5077,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Dickenson,15903,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NM,Colfax,13750,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Faulk,2364,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Stanton,2235,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Knox,4131,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Madison,13308,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MO,Moniteau,15607,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Jasper,13900,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Richmond,204214,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
UT,Summit,36324,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Pawnee,6973,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CO,Kiowa,1398,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Adams,28550,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
AL,Macon,21452,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,Weakley,35021,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TN,Morgan,21987,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Chase,3966,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Stonewall,1490,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Yellow Medicine,10438,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WY,Converse,13833,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Bee,31861,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Lynchburg,75568,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
ND,Bottineau,6429,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Lampasas,19677,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Halifax,36241,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Wythe,29235,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Cottonwood,11687,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Oconto,37660,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Ness,3107,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,San Patricio,64804,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Forsyth,175511,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Seward,16750,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Dimmit,9996,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NC,Burke,90912,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Franklin,22084,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Bell,310235,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Bond,17768,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Morris,12934,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Taliaferro,1717,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OR,Union,25748,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Aransas,23158,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MI,Hillsdale,46688,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Hamilton,2690,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
IL,Sangamon,197465,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
KS,Elk,2882,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Beaver,170539,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
PA,Franklin,149618,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Faribault,14553,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
OH,Perry,36058,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
UT,Garfield,5172,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SD,Lake,11200,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MN,Jackson,10266,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VA,Grayson,15533,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
MS,Covington,19568,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Sterling,1143,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Tarrant,1809034,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NE,Pawnee,2773,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Murray,39628,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Robertson,16622,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
WI,Outagamie,176695,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
TX,Falls,17866,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
GA,Baldwin,45720,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
